,Date,Team,Opp1,Lg,Att,Cmp,Pct,Pass_Yds,YPA,Pass_TD,TD%T%,Int,Int%I%,Lg,FD,20+,Sack,Loss,Rate,Res,Date,Team,Opp2,Lg,Att,Rush_Yds,Avg,Lg,Rush_TD,FD,10+,Res,Date,Team,Opp3,Lg,Rec,Rec_Yds,Avg,Lg,Rec_TD,FD,20+,Tar,YAC,Res
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BUF,vs PIT,NFL,8,102,12.75,41,1,5,1,11,68,"W, 38-3"
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BUF,@ KC,NFL,10,148,14.80,31,1,8,2,13,52,"W, 24-20"
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,BUF,vs GB,NFL,6,108,18.00,53,1,3,2,8,26,"W, 27-17"
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/22,BUF,@ NYJ,NFL,5,93,18.60,42,0,5,1,10,25,"L, 20-17"
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,BUF,vs MIN,NFL,12,128,10.67,25,0,6,1,16,43,"L, 33-30"
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BUF,vs CLE,NFL,4,48,12.00,21,1,3,1,5,10,"W, 31-23"
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,BUF,@ DET,NFL,8,77,9.62,36,1,6,1,15,20,"W, 28-25"
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/22,BUF,@ NE,NFL,7,92,13.14,19,1,7,0,9,23,"W, 24-10"
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BUF,vs NYJ,NFL,3,37,12.33,32,0,1,1,5,29,"W, 20-12"
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BUF,vs MIA,NFL,5,60,12.00,20,0,4,1,9,11,"W, 32-29"
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BUF,@ CHI,NFL,2,26,13.00,15,0,2,0,2,1,"W, 35-13"
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BUF,vs NE,NFL,7,104,14.86,49t,1,4,1,10,7,"W, 35-23"
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BUF,vs MIA,NFL,7,114,16.29,52,0,4,2,9,18,"W, 34-31"
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,BUF,vs CIN,NFL,4,35,8.75,16,0,2,0,10,2,"L, 27-10"
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/13/22,IND,@ BUF,NFL,8,26,3.25,14,0,1,1,"L, 27-24",08/13/22,IND,@ BUF,NFL,2,13,6.50,7,0,0,0,2,7,"L, 27-24"
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,IND,@ HOU,NFL,3,4,1.33,3,0,0,0,"T, 20-20",09/11/22,IND,@ HOU,NFL,6,50,8.33,15,0,3,0,6,39,"T, 20-20"
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,IND,@ JAX,NFL,1,0,0.00,0,0,0,0,"L, 24-0",09/18/22,IND,@ JAX,NFL,4,37,9.25,19,0,1,0,5,24,"L, 24-0"
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,IND,vs KC,NFL,3,7,2.33,7,0,1,0,"W, 20-17",09/25/22,IND,vs KC,NFL,5,23,4.60,8,0,1,0,6,31,"W, 20-17"
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,IND,vs TEN,NFL,1,0,0.00,0,0,0,0,"L, 24-17",10/02/22,IND,vs TEN,NFL,2,3,1.50,6,0,0,0,2,2,"L, 24-17"
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/06/22,IND,@ DEN,NFL,1,3,3.00,3,0,0,0,"W, 12-9",10/06/22,IND,@ DEN,NFL,1,5,5.00,5,0,0,0,2,5,"W, 12-9"
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,IND,@ TEN,NFL,4,2,0.50,2,0,0,0,"L, 19-10",10/23/22,IND,@ TEN,NFL,5,41,8.20,14,0,2,0,5,40,"L, 19-10"
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,IND,vs WAS,NFL,5,20,4.00,9,1,1,0,"L, 17-16",10/30/22,IND,vs WAS,NFL,2,29,14.50,22,0,1,1,2,4,"L, 17-16"
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/22,BUF,@ NYJ,NFL,0,0,0.00,0,0,0,0,"L, 20-17",11/06/22,BUF,@ NYJ,NFL,0,0,0.00,0,0,0,0,1,0,"L, 20-17"
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,BUF,vs MIN,NFL,0,0,0.00,0,0,0,0,"L, 33-30",11/13/22,BUF,vs MIN,NFL,1,9,9.00,9,0,0,0,1,13,"L, 33-30"
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BUF,vs CLE,NFL,1,-8,-8.00,-8,0,0,0,"W, 31-23",11/20/22,BUF,vs CLE,NFL,0,0,0.00,0,0,0,0,1,0,"W, 31-23"
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,BUF,@ DET,NFL,1,3,3.00,3,0,0,0,"W, 28-25",11/24/22,BUF,@ DET,NFL,0,0,0.00,0,0,0,0,0,0,"W, 28-25"
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/22,BUF,@ NE,NFL,2,-3,-1.50,0,0,0,0,"W, 24-10",12/01/22,BUF,@ NE,NFL,1,21,21.00,21,0,1,1,2,14,"W, 24-10"
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BUF,vs NYJ,NFL,1,3,3.00,3,0,0,0,"W, 20-12",12/11/22,BUF,vs NYJ,NFL,1,4,4.00,4,0,0,0,1,0,"W, 20-12"
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 32-29",12/17/22,BUF,vs MIA,NFL,1,10,10.00,10t,1,1,0,1,9,"W, 32-29"
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BUF,@ CHI,NFL,1,2,2.00,2,0,0,0,"W, 35-13",12/24/22,BUF,@ CHI,NFL,1,9,9.00,9,0,1,0,2,9,"W, 35-13"
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BUF,vs NE,NFL,0,0,0.00,0,0,0,0,"W, 35-23",01/08/23,BUF,vs NE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 35-23"
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 34-31",01/15/23,BUF,vs MIA,NFL,1,7,7.00,7,0,0,0,2,4,"W, 34-31"
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,BUF,vs CIN,NFL,0,0,0.00,0,0,0,0,"L, 27-10",01/22/23,BUF,vs CIN,NFL,1,4,4.00,4,0,0,0,1,0,"L, 27-10"
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/20/22,BUF,vs DEN,NFL,0,0,0.00,0,0,0,0,"W, 42-15",08/20/22,BUF,vs DEN,NFL,2,47,23.50,28t,1,2,1,3,0,"W, 42-15"
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/08/22,BUF,@ LA,NFL,0,0,0.00,0,0,0,0,"W, 31-10",09/08/22,BUF,@ LA,NFL,4,88,22.00,47,1,3,2,5,18,"W, 31-10"
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BUF,@ MIA,NFL,0,0,0.00,0,0,0,0,"L, 21-19",09/25/22,BUF,@ MIA,NFL,3,37,12.33,18,0,2,0,6,3,"L, 21-19"
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BUF,@ BAL,NFL,0,0,0.00,0,0,0,0,"W, 23-20",10/02/22,BUF,@ BAL,NFL,1,13,13.00,13,0,1,0,3,0,"W, 23-20"
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BUF,vs PIT,NFL,0,0,0.00,0,0,0,0,"W, 38-3",10/09/22,BUF,vs PIT,NFL,3,171,57.00,98t,2,3,2,6,67,"W, 38-3"
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BUF,@ KC,NFL,0,0,0.00,0,0,0,0,"W, 24-20",10/16/22,BUF,@ KC,NFL,3,74,24.67,34t,1,3,2,6,9,"W, 24-20"
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,BUF,vs GB,NFL,0,0,0.00,0,0,0,0,"W, 27-17",10/30/22,BUF,vs GB,NFL,2,35,17.50,29,0,1,1,7,20,"W, 27-17"
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/22,BUF,@ NYJ,NFL,0,0,0.00,0,0,0,0,"L, 20-17",11/06/22,BUF,@ NYJ,NFL,2,33,16.50,18,0,1,0,5,2,"L, 20-17"
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,BUF,vs MIN,NFL,0,0,0.00,0,0,0,0,"L, 33-30",11/13/22,BUF,vs MIN,NFL,6,93,15.50,22,1,5,2,10,2,"L, 33-30"
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BUF,vs CLE,NFL,0,0,0.00,0,0,0,0,"W, 31-23",11/20/22,BUF,vs CLE,NFL,5,68,13.60,28,0,3,1,7,5,"W, 31-23"
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,BUF,@ DET,NFL,0,0,0.00,0,0,0,0,"W, 28-25",11/24/22,BUF,@ DET,NFL,4,38,9.50,16,0,3,0,5,3,"W, 28-25"
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/22,BUF,@ NE,NFL,0,0,0.00,0,0,0,0,"W, 24-10",12/01/22,BUF,@ NE,NFL,2,15,7.50,8t,1,2,0,7,1,"W, 24-10"
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BUF,vs NYJ,NFL,0,0,0.00,0,0,0,0,"W, 20-12",12/11/22,BUF,vs NYJ,NFL,3,31,10.33,17,0,2,0,4,10,"W, 20-12"
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 32-29",12/17/22,BUF,vs MIA,NFL,4,56,14.00,21,0,2,1,6,4,"W, 32-29"
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BUF,@ CHI,NFL,0,0,0.00,0,0,0,0,"W, 35-13",12/24/22,BUF,@ CHI,NFL,3,45,15.00,19t,1,2,0,6,2,"W, 35-13"
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BUF,vs NE,NFL,0,0,0.00,0,0,0,0,"W, 35-23",01/08/23,BUF,vs NE,NFL,3,39,13.00,19,0,2,0,10,0,"W, 35-23"
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 34-31",01/15/23,BUF,vs MIA,NFL,6,113,18.83,33,1,5,2,9,7,"W, 34-31"
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,BUF,vs CIN,NFL,0,0,0.00,0,0,0,0,"L, 27-10",01/22/23,BUF,vs CIN,NFL,2,34,17.00,25,0,2,1,4,0,"L, 27-10"
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/08/22,BUF,@ LA,NFL,1,5,5.00,5,0,0,0,2,8,"W, 31-10"
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/19/22,BUF,vs TEN,NFL,4,41,10.25,15,0,2,0,5,19,"W, 41-7"
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BUF,@ MIA,NFL,4,25,6.25,8,0,1,0,4,20,"L, 21-19"
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BUF,@ BAL,NFL,3,40,13.33,20,0,3,1,6,7,"W, 23-20"
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BUF,@ KC,NFL,3,37,12.33,20,1,2,1,3,2,"W, 24-20"
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,BUF,vs GB,NFL,2,10,5.00,9,1,1,0,3,1,"W, 27-17"
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/22,BUF,@ NYJ,NFL,3,25,8.33,17,0,1,0,4,8,"L, 20-17"
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,BUF,vs MIN,NFL,4,57,14.25,22,0,3,1,6,26,"L, 33-30"
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BUF,vs CLE,NFL,7,70,10.00,23,0,3,1,7,30,"W, 31-23"
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,BUF,@ DET,NFL,2,17,8.50,15,0,1,0,2,2,"W, 28-25"
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/22,BUF,@ NE,NFL,0,0,0.00,0,0,0,0,1,0,"W, 24-10"
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BUF,vs NYJ,NFL,4,41,10.25,24t,1,1,1,7,19,"W, 20-12"
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BUF,vs MIA,NFL,6,98,16.33,45,1,4,2,8,38,"W, 32-29"
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BUF,@ CHI,NFL,3,38,12.67,24,1,2,1,5,3,"W, 35-13"
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BUF,vs NE,NFL,2,13,6.50,9,1,1,0,2,10,"W, 35-23"
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BUF,vs MIA,NFL,3,20,6.67,11,1,2,0,5,12,"W, 34-31"
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,BUF,vs CIN,NFL,5,65,13.00,32,0,4,1,7,11,"L, 27-10"
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/13/22,BUF,vs IND,NFL,5,92,18.40,25,0,5,3,5,10,"W, 27-24"
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/20/22,BUF,vs DEN,NFL,3,59,19.67,25,0,3,2,3,25,"W, 42-15"
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/26/22,BUF,@ CAR,NFL,0,0,0.00,0,0,0,0,0,0,"L, 21-0"
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/19/22,BUF,vs TEN,NFL,0,0,0.00,0,0,0,0,2,0,"W, 41-7"
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BUF,@ BAL,NFL,2,23,11.50,14,0,2,0,2,25,"W, 23-20"
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BUF,vs PIT,NFL,3,75,25.00,31,1,3,3,5,25,"W, 38-3"
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BUF,@ KC,NFL,1,14,14.00,14,0,1,0,2,10,"W, 24-20"
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,BUF,vs GB,NFL,0,0,0.00,0,0,0,0,2,0,"W, 27-17"
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/22,BUF,@ NYJ,NFL,0,0,0.00,0,0,0,0,0,0,"L, 20-17"
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,BUF,vs MIN,NFL,1,6,6.00,6,0,0,0,2,2,"L, 33-30"
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BUF,vs CLE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 31-23"
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,BUF,@ DET,NFL,0,0,0.00,0,0,0,0,0,0,"W, 28-25"
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/22,BUF,@ NE,NFL,1,10,10.00,10,0,0,0,1,6,"W, 24-10"
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BUF,vs NYJ,NFL,0,0,0.00,0,0,0,0,1,0,"W, 20-12"
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 32-29"
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BUF,@ CHI,NFL,1,5,5.00,5,0,0,0,1,0,"W, 35-13"
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BUF,vs NE,NFL,1,28,28.00,28,0,1,1,2,15,"W, 35-23"
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BUF,vs MIA,NFL,3,51,17.00,31,0,2,1,5,1,"W, 34-31"
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,BUF,vs CIN,NFL,2,40,20.00,23,0,2,1,2,9,"L, 27-10"
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/13/22,BUF,vs IND,NFL,0,0,0.00,0,0,0,0,"W, 27-24",08/13/22,BUF,vs IND,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-24"
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/20/22,BUF,vs DEN,NFL,0,0,0.00,0,0,0,0,"W, 42-15",08/20/22,BUF,vs DEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 42-15"
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/08/22,BUF,@ LA,NFL,0,0,0.00,0,0,0,0,"W, 31-10",09/08/22,BUF,@ LA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 31-10"
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/19/22,BUF,vs TEN,NFL,0,0,0.00,0,0,0,0,"W, 41-7",09/19/22,BUF,vs TEN,NFL,2,17,8.50,11t,1,1,0,3,21,"W, 41-7"
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BUF,@ MIA,NFL,0,0,0.00,0,0,0,0,"L, 21-19",09/25/22,BUF,@ MIA,NFL,2,22,11.00,14,0,1,0,3,7,"L, 21-19"
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BUF,@ BAL,NFL,0,0,0.00,0,0,0,0,"W, 23-20",10/02/22,BUF,@ BAL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-20"
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BUF,vs PIT,NFL,0,0,0.00,0,0,0,0,"W, 38-3",10/09/22,BUF,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 38-3"
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BUF,@ KC,NFL,0,0,0.00,0,0,0,0,"W, 24-20",10/16/22,BUF,@ KC,NFL,3,18,6.00,11,0,1,0,3,16,"W, 24-20"
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,BUF,vs GB,NFL,0,0,0.00,0,0,0,0,"W, 27-17",10/30/22,BUF,vs GB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-17"
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/22,BUF,@ NYJ,NFL,0,0,0.00,0,0,0,0,"L, 20-17",11/06/22,BUF,@ NYJ,NFL,0,0,0.00,0,0,0,0,0,0,"L, 20-17"
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,BUF,vs MIN,NFL,0,0,0.00,0,0,0,0,"L, 33-30",11/13/22,BUF,vs MIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 33-30"
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BUF,vs CLE,NFL,0,0,0.00,0,0,0,0,"W, 31-23",11/20/22,BUF,vs CLE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 31-23"
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,BUF,@ DET,NFL,0,0,0.00,0,0,0,0,"W, 28-25",11/24/22,BUF,@ DET,NFL,0,0,0.00,0,0,0,0,0,0,"W, 28-25"
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/22,BUF,@ NE,NFL,0,0,0.00,0,0,0,0,"W, 24-10",12/01/22,BUF,@ NE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-10"
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 32-29",12/17/22,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 32-29"
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BUF,@ CHI,NFL,0,0,0.00,0,0,0,0,"W, 35-13",12/24/22,BUF,@ CHI,NFL,1,12,12.00,12,0,1,0,1,10,"W, 35-13"
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BUF,vs NE,NFL,0,0,0.00,0,0,0,0,"W, 35-23",01/08/23,BUF,vs NE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 35-23"
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,"W, 34-31",01/15/23,BUF,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"W, 34-31"
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/22/23,BUF,vs CIN,NFL,0,0,0.00,0,0,0,0,"L, 27-10",01/22/23,BUF,vs CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 27-10"
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/13/22,BUF,vs IND,NFL,0,0,0.00,0,0,0,0,"W, 27-24",08/13/22,BUF,vs IND,NFL,1,29,29.00,29,0,1,1,1,4,"W, 27-24"
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/20/22,BUF,vs DEN,NFL,0,0,0.00,0,0,0,0,"W, 42-15",08/20/22,BUF,vs DEN,NFL,2,14,7.00,12,0,1,0,2,8,"W, 42-15"
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/26/22,BUF,@ CAR,NFL,0,0,0.00,0,0,0,0,"L, 21-0",08/26/22,BUF,@ CAR,NFL,1,12,12.00,12,0,0,0,3,0,"L, 21-0"
